start,end,text
535.3,566.82,"dur. Ensuite, il y a des gens qui ne viennent jamais à ces visios. Qu'elles aient lieu le soir ou qu'elles aient lieu le matin, il y a des gens dans le réseau qui ne viennent jamais, c'est d'ailleurs la majorité des gens du réseau ils ne viennent pas parce qu'ils n'ont pas le temps parce que ça ne les intéresse pas parce qu'ils estiment que ce n'est pas à leur niveau clairement il y a des gens qui m'ont dit ces visios ce n'est pas à mon niveau ce n'est pas pour moi, c'est pour les nuls c'est pour les minables, c'est pour les débutants c'est pour ceux qui ne connaissent pas leur métier"
566.82,598.04,"or, moi je connais mon métier et même je pourrais vous en apprendre très long Oui on a des gens dans le réseau Des agents qui sont aussi imbus de leur personne Que moi même Ca existe Donc il y a des gens qui ne viennent jamais Et puis il y a une troisième catégorie Ce sont les gens qui viennent quand ils peuvent Et quand ils y pensent Ce sont des gens qui un coup sont là Un coup sont pas là Ils essayent d'être là de temps en temps Ils peuvent pas à chaque fois Ils se disent je peux pas les faire toutes Et puis c'est casse pied quand même de les faire toutes"
598.04,647.5,"Mais quand même je viens une fois de temps en temps Pour me tenir au courant Entre ces trois catégories de personnes, les ultras qui sont là tout le temps, les antis qui ne sont jamais là, pour différentes raisons, et les entre-deux qui sont là de temps en temps, mais pas à chaque fois, normalement, lorsque les visios avaient lieu le soir, je vous disais, vous êtes entre 40 et 50 en moyenne. Voilà, 43, 47, 46, 49. Là, ça fait plusieurs fois que je remarque, et quand je dis plusieurs fois, c'est depuis fin novembre, début décembre environ. Je ne parle pas des visios loi allure, des visios obligatoires, etc. Là, vous êtes beaucoup plus nombreux. Vous êtes beaucoup, beaucoup plus nombreux."
647.5,697.78,"Je parle de ces visions facultatives Je remarque que vous êtes de moins en moins nombreux Ça fait plusieurs fois que je vous en parle Et que je vous dis On va peut-être vérifier déjà Que ce n'est pas une impression de ma part Que c'est vérifié dans les chiffres Vous êtes plus, vous êtes moins nombreux Ou vous êtes tout aussi nombreux Et puis on va peut-être changer Si jamais ça se confirme Et là ça semble se confirmer Je constate que vous êtes Donc vous êtes un petit peu plus que tout à l'heure maintenant. Parce qu'au début de la visio, il y a un petit nombre de gens et puis ça augmente au cours de la visio. Parce qu'il y en a qui ont peut-être du mal à se lever. Il y en a qui avaient des choses à faire, qui avaient un client à relancer, etc. Donc il y a des gens qui se connectent tout au long de la visio. Il y a même des gens à chaque visio qui se connectent 5 minutes avant. 5 minutes avant."
697.78,729.8000000000001,"parce que vous voyez, j'ai la liste en temps réel je vous vois ici je vous vois en temps réel c'est pour ça que je vous dis, regardez Virginie par exemple elle est en double, il y a un doublon ici je vois les gens qui arrivent les gens qui repartent, etc et là je constate que si j'enlève mes deux connexions à moi, c'est à dire moi et mon retour et le double de Virginie ça fait trois personnes est-ce qu'il y a un autre doublon quelque part ? non, il n'y en a pas Maintenant vous êtes 17"
729.8000000000001,761.68,"Tout à l'heure j'ai dit combien vous étiez 16 ou 15 Je ne sais plus Et là vous êtes 17 Donc vous voyez on est loin Loin, loin, loin, loin, loin Des chiffres du soir Donc Je On verra à la fin De la visio d'aujourd'hui Mais là il va falloir tirer des conclusions Il va falloir clairement tirer des conclusions Visiblement le matin les gens disaient, bah oui c'est une bonne idée faisons plutôt le matin mais ça ne se traduit pas dans les chiffres de participation"
761.68,793.24,"c'est à dire qu'il y a même pas 50% des gens qui devraient être là donc on va devoir en tirer des conclusions parce que je vous dis j'ai vérifié sur les fichiers Excel ça devient très clair désormais très très très très clair alors, les choses qu'on a à voir avant de commencer le petit thème qui avait été proposé par Michel et dont Michel lui-même dit que la réponse n'avait pas été très très claire, donc c'est une bonne idée de revenir dessus, on a un certain nombre de choses à voir juste avant."
793.24,825.4000000000001,"Déjà, première chose, les RCP 2026. Vous le savez, chaque année, vous devez nous transmettre votre attestation d'assurance RCP pour l'année en cours, C'est-à-dire que début janvier, vous devez nous transférer votre assurance RCP pour l'année 2026. Début 2027, il faudra nous la donner pour début 2027, et ainsi de suite."
826.12,863.6999999999999,"Cette assurance RCP, je vais vous en montrer un exemple pour que vous puissiez voir exactement à quoi ça ressemble et de quoi il s'agit. En voici une, celle de Laurent. Est-ce qu'il y a son adresse dessus ? Ah oui, il y a son adresse dessus, donc je ne vais peut-être pas vous montrer ça, parce que j'allais vous montrer l'attestation RCP de Laurent, mais il y a son adresse personnelle dessus. Donc je ne vais peut-être pas vous montrer ça. Une attestation d'assurance RCP, c'est le document de votre compagnie d'assurance professionnelle,"
863.8199999999999,894.5200000000001,"RCP ça veut dire responsabilité civile professionnelle, C'est votre assurance qui vous fait une attestation indiquant que vous êtes dûment assuré pour cette activité. Dûment assuré pour cette activité et donc vous avez le droit de travailler en toute légalité. Pourquoi je vous dis en toute légalité ? Et ça c'est un truc sur lequel je souhaite revenir parce que visiblement le message ne passe pas. La loi vous impose d'avoir cette assurance."
894.52,933.44,"La loi C'est pas nous, la lucarne Qui décidons de vous embêter avec ça Alors je vais être très honnête avec vous Ceux d'entre vous qui sont chez nous Depuis de nombreuses années Savent que la lucarne Vous a embêté pendant de nombreuses années Avec ça, alors que ça n'était pas Obligatoire Ça c'est vrai, alors ça y est, je viens d'enlever Ah bah non, il y a encore ici L'adresse de Laurent, parce qu'en même temps Je suis en train de supprimer l'adresse de Laurent sur le document qu'il nous a envoyé, et là je peux désormais l'enregistrer, c'est"
933.44,963.58,"bon. Donc je vais vous montrer l'exemple de l'attestation RCP de Laurent sans son adresse, puisque je l'ai enlevée, la voici, c'est ça une attestation RCP. Il y a un certain nombre de choses dedans, bien sûr il y a l'identification de votre compagnie d'assurance, il y a votre identification à vous, c'est là que j'ai enlevé l'adresse de Laurent ici et juste en dessous, et la mention obligatoire indiquant que le contrat"
963.58,1004.72,"est souscrit pour une activité d'agent commercial en immobilier pour la société à la lucarne de l'immobilier, avec les mentions légales de la société à la lucarne de l'immobilier. C'est exactement ça. Alors ça, c'est dans la société Alliance, mais ça pourrait être dans n'importe quelle autre société d'assurance, d'accord ? Alors, nous avons depuis toujours exigé de nos agents qu'ils soient assurés. Depuis toujours. La loi, depuis, l'a imposée. Ça n'était pas le cas il y a quelques années. Ça fait, je ne sais pas, une petite dizaine d'années que c'était obligatoire."
1004.72,1035.42,"Donc ça, vous pourriez dire, là-dessus, c'est un point sur lequel la lucarne a été casse-pied. Bien sûr, absolument, la lucarne a été casse-pied là-dessus. Elle a devancé cette obligation légale, de même que la lucarne avait devancé l'obligation légale qui date de 2016, et pas avant, de former ses négociateurs. Nous avons toujours formé nos négociateurs, nous n'avons jamais laissé un négociateur démarrer son activité sans passer par la case formation Pareil, on avait devancé cette obligation parce que ça nous semblait être une évidence"
1035.42,1066.1999999999998,"De toute manière aujourd'hui, et depuis je vous dis une petite dizaine d'années, peut-être je ne sais plus exactement quelle année La loi impose que les agents commerciaux en immobilier soient dûment assurés, eux-mêmes Vous ne pouvez pas et ne devez pas vous contenter de l'assurance de la lucarne Lorsque vous agissez avec vos clients pendant des visites etc Il y a l'assurance de la lucarne Et il y a votre assurance personnelle à vous Il doit y avoir les deux"
1066.1999999999998,1096.88,"Un peu comme lorsque vous louez un appartement Il y a l'assurance prise par le locataire Et il y a l'assurance prise par le propriétaire bailleur Il y a les deux Alors, la raison pour laquelle nous en reparlons maintenant C'est parce que vous vous souvenez que je vous ai dit Il y a deux mois, avant la fin de l'année Attention les amis, vous devez nous envoyer votre attestation d'assurance"
1096.88,1127.54,"Pour tout début janvier L'animation vous a envoyé un ou deux e-mails Je ne sais plus Donc, un ou deux e-mails vous ont été envoyés. Je ne sais pas si c'était deux ou un. Vous avez reçu des e-mails. Ensuite, vous l'avez eu, cette information, cette obligation. Je vais aller ici. vous l'avez eu dans ce nouveau enfin plus si nouveau que ça mais ce mode de communication qui me semble moi très efficace"
1127.54,1167.3600000000001,"ici là en tout début d'année 2026 il y avait écrit ici vous devez nous envoyer votre attestation d'assurance RCP c'est très important, envoyez-la nous maintenant vite vite vite vite vite je vous en ai reparlé au cours des visioconférences de janvier et pourtant Alors, imaginez que vous êtes, alors vous allez me dire, mais c'est pas possible, j'ai du mal à y croire, et pourtant c'est le cas, vous êtes environ 50% à ne pas nous avoir envoyé ces attestations d'assurance."
1168.7,1203.5800000000002,"Vous ne me croyez pas ? Regardez. Alors Vous pouvez nous l'avoir envoyé Et on ne l'a pas vu Ou quelqu'un, bien entendu Ce message ne vous est pas destiné Mais regardez là Juste un petit échantillon Tout ce qui est en vert, on l'a reçu Tout ce qui est en noir, on ne l'a pas reçu Fabienne"
1203.5800000000002,1235.5,"Incroyable Donc vous voyez Je ne l'invente pas On n'en a même pas 50% Je ne l'invente pas Alors il y a peut-être 2-3 Qui sont passés à la trappe et qu'on n'a pas vu Auquel cas vous nous dites je l'ai déjà envoyé Pas de problème Mais si on a 2-3 Qu'on n'a pas vu passer Ce qui est tout à fait possible Vous n'allez pas me dire Qu'il y en a autant qu'on n'a pas vu passer. Parce que ça, ça n'est pas envisageable."
1235.8400000000001,1267.88,"Vous le comprenez bien. Alors, tous ceux d'entre vous qui ne nous ont pas encore envoyé leur attestation d'assurance, vous vous trouvez, et nous nous trouvons, dans l'illégalité. Parce que nous devons partir du principe que si nous n'avons pas votre attestation d'assurance, c'est que vous n'êtes pas assuré. si vous n'êtes pas assuré vous n'avez légalement pas le droit d'exercer si vous n'êtes pas assuré"
1267.88,1297.8999999999999,nous n'avons la lucarne pas le droit légalement de vous laisser nous représenter c'est la loi nous allons vous envoyer non pas à tout le monde mais uniquement aux agents qui a priori ne nous ont pas envoyé leur attestation d'assurance nous allons vous envoyer un petit mail On est gentil parce qu'on n'est pas des barbares Dans lequel on vous dit que Si vous nous l'avez déjà envoyé et qu'on ne l'a pas vu Toutes nos excuses
1297.8999999999999,1332.52,"Renvoyez-la nous Et ça rentre dans l'ordre Mais Si nous n'avons pas de vos nouvelles Et que nous n'avons pas votre attestation d'assurance Sous 3 jours On coupe votre églantine On coupe vos mandats C'est aussi simple que ça Tous les ans, il y a des agents qui nous font poireauter jusqu'à novembre-décembre, c'est-à-dire la fin de l'année, ils ne nous l'ont toujours pas envoyé. Là, cette année, on s'y prend différemment."
1333.02,1374.1,"Il est hors de question qu'on se fasse encore balader et bananer par des agents qui n'en ont rien à faire. Donc on va vous envoyer un petit mail à tous. On va mettre un petit message ici aussi en disant, les retardataires, s'il vous plaît, vous avez trois jours pour nous l'envoyer par email. Si on ne l'a pas, on coupe votre églantine et on va couper vos églantines. Il n'y aura plus de diffusion de mandat, il n'y aura plus de visite possible, il n'y aura plus rien. Parce que oui, j'admets volontiers qu'on puisse se tromper et avoir laissé passer une ou deux attestations qui nous ont bien été envoyées et qu'on n'a pas vues, c'est tout à fait possible, mais pas autant. Là, ce n'est pas possible."
1374.6799999999998,1405.8200000000002,"Une ou deux, ouais, ok, j'accepte. Autant, non. Il y a des agents qui, tout simplement, se disent, oh, c'est pas important, moi ça ne me concerne pas, je m'en fous. C'est pas pour moi. Vous savez, un petit peu comme si vous discutiez avec un gendarme, il vous dirait, mais le nombre de gens que j'ai arrêtés dans ma vie, et qui considèrent que les règles du code de la route, ça ne les concerne pas. C'est pas pour eux. La limitation de vitesse, c'est pour les autres. Non, c'est pour tout le monde. Et l'attestation d'assurance, c'est pour tout le monde"
1405.8200000000002,1449.1000000000001,"Nous sommes aujourd'hui le 5 février Et il y a plusieurs dizaines d'agents Qui ne nous ont toujours pas envoyé leurs attestations RCP Ça n'est pas acceptable Surtout quand on voit toutes les relances que nous avons faites Par e-mail, j'en ai parlé en visio Ça a été mis ici en page d'accueil des Glantines Ça n'est pas acceptable, les amis. Pas acceptable. Alors ça, c'est traité. Cette e-mail partira, je pense, dans l'après-midi. L'e-mail pour tous ceux qui ne nous les ont pas encore envoyés."
1461.4,1491.82,J'ai raté des choses Non on l'a déjà vu Peut-être voir avec l'ensemble des présents pratiquement Nous ne sommes que 19 Faire pareil les oreilles et les yeux Je bosse en même temps le matin Oui regardez Sandrine qui nous dit Moi je me débrouille pour assister aux visios Alors que je bosse en même temps le matin J'ai un boulot à côté Et je me débrouille quand même pour écouter Alors je ne suis pas en train de dire que vous devez assister aux visios en permanence Ce n'est pas ça C'est que si ces visios sont intéressantes Et importantes pour vous Il faut faire un petit effort
1491.82,1523.9399999999998,"Les gens qui ont demandé à ce que les visios Alors Michel C'est vrai que Michel Est là maintenant chaque jeudi matin Alors qu'il ne pouvait pas le jeudi soir Ça c'est clair Mais vous comprenez bien que Les gens qui ont demandé, qui ont insisté Pour que ce soit le matin Ne viennent pas C'est important ça Ah il y a Pierre qui disait Tu peux montrer ma RCP Ça ne m'ennuie pas pour mon adresse C'est trop tard trop tard, trop tard, trop tard je suis présent que le matin, si les visios sont le soir"
1523.9399999999998,1555.6200000000001,"je suis aussi disponible les 2ème et 4ème jeudi c'est Michel qui met ça, parce que c'est vrai que les gens qui ont demandé, qui ont insisté pour que les visios aient lieu le matin, ne viennent pas le matin, ils sont venus un peu au début, puis ils ne viennent plus donc vous voyez, c'est pas c'est pas cool, c'est pas cool du tout alors Alliance Chevigny m'avait informé que tous les ans, ils envoyaient les attestations des agents adhérents. Eh ben, ils ne le font plus. Ça, c'est vrai qu'ils le faisaient avant."
1556.66,1587.84,"Ils ne le font plus. Depuis plusieurs années, ils ne le font plus. Ça fait, je ne sais pas, 3-4 ans. Au début, effectivement, ils nous envoyaient tout en PDF, en un email. C'était super pratique. Et on ne le reçoit plus. On ne le reçoit plus. Vous allez vite les recevoir, tu s'en dredes. Bonjour, mon assureur me demande ma carte professionnelle pour me délivrer l'attestation, mais je ne la possède pas. Alors, c'est normal, votre carte professionnelle, elle est entre les mains de la CCI, dont nous constatons qu'on est le cadet de leurs"
1587.84,1619.34,"soucis. C'est vraiment pas leur problème. La CCI d'Île-de-France, il faut vous sachez que c'est la plus grosse CCI de France, bien entendu, avec des départements en Île-de-France. Regardez, si je vous montre. Je vais vous montrer une carte de l'Île-de-France et vous allez voir que c'est assez intéressant ça, parce que ça vous permet de comprendre ce qui se passe notamment pour vos cartes professionnelles est-ce qu'on peut faire ici l'Île-de-France"
1619.34,1652.3999999999999,"voilà l'Île-de-France c'est tout ça c'est tout ça c'est grand alors c'est pas l'Île-de-France historique l'Île-de-France historique à l'origine c'était une région infiniment plus grande qui allait là-haut, qui allait un petit peu par ici c'était gigantesque l'île de France c'est également le nom qu'on a donné est-ce que c'est à l'île Maurice ou est-ce que c'est à la Réunion"
1652.3999999999999,1683.6200000000001,"je crois que c'est l'île Maurice qui s'appelait l'île de France quand elle a été découverte par les navigateurs enfin colonisée par les navigateurs je ne sais plus si c'est l'île Maurice ou l'île de la Réunion bon c'est pas grave, aujourd'hui l'île de France c'est ça et en Ile-de-France il y a les départements suivants Paris qui est ici il y a les Hauts-de-Seine qui sont là les Hauts-de-Seine c'est la Défense notamment c'est la Défense"
1683.6200000000001,1714.78,"la Défense qui est ici, c'est un immense espace avec des tours avec énormément de sociétés il y a également le département 95 qui est là le département 95 je ne sais pas si vous voyez bien ma souris ou je ne sais pas si vous la voyez bien ma souris ou pas en tout cas le département 95"
1714.78,1746.04,il est en haut à gauche au nord ouest de l'île de France qui est ici dont Pontoise c'est pas pour rien que je vous montre Pontoise ensuite il y a en Ile-de-France toute la première couronne avec le Val-de-Marne etc le 93 qui est ici et le 91 qui est en dessous du Val-de-Marne ici c'est à dire que dans l'Ile-de-France
1746.04,1776.74,"sont concentrées les 5 départements qui comprennent le plus de population mais également les 5 départements qui comprennent le plus de sociétés en France il y a Paris qui a énormément de sociétés les Hauts-de-Seine, notamment avec la Défense et à la Défense, il y a les plus grandes sociétés de France, il y a Total il y a Alliance, justement il y a toutes ces sociétés"
1776.74,1814.26,"Il y a Pontoise, le tribunal de commerce de Pontoise est un des principaux tribunaux de commerce en France Pontoise, Nanterre et Paris, ce sont les trois premiers tribunaux de commerce de France Et vous avez également le 91 avec les aéroports, etc. Ça veut dire que la CCI Île-de-France, puisque la CCI s'est régionalisée C'est démesurément, de très loin, la CCI qui comporte le plus grand nombre de sociétés en France."
1815.54,1846.58,"Rien que si la CCI de France n'avait que Paris, ils auraient déjà plus de sociétés que n'importe où ailleurs. Mais en plus, ils ont les Hauts-de-Seine, avec la Défense, avec nous. En plus, ils ont Pontoise. Pontoise avec la plus grande zone industrielle d'Europe qui est ici, à Saint-Ouen-l'Aumône. Saint-Ouen-l'Aumône, la plus grande zone industrielle d'Europe qui est ici. Regardez cette zone C'est des dizaines et des dizaines"
1846.58,1883.1,"Et des dizaines d'hectares Avec vous le voyez Des sociétés comme Safran Electronique D'énormes trucs LICI Aérospace Je ne sais pas ce que c'est Ils doivent faire des fusées Ça veut dire que la CCI En fait est surchargée De travail Surchargée de travail Alors que ce sont des gens qui n'ont aucun compte à rendre sur la quantité de leur travail Donc, concrètement, on est le cadet de leurs soucis"
1883.1,1916.72,"C'est la raison pour laquelle les cadres professionnels, mais depuis toujours Tous les agents de la Louis-Quinte qui sont chez nous depuis 10-15 ans Vous diront, les cadres professionnels en Ile-de-France Puisque vous, que vous soyez à Dijon, que vous soyez à la Sentinelle ou que vous soyez à Marseille, vous dépendez de nous, de la lucarne. Et la lucarne, c'est dans les Hauts-de-Seine. C'est ici. C'est à Nanterre, dans les Hauts-de-Seine. C'est à peu près par là. C'est juste ici."
1916.72,1947.8799999999999,"La lucarne, c'est ici, exactement, il y a écrit à la lucarne, vous voyez, en fait il y a écrit à la lucarne là, mais c'est ici exactement, ça fait tout ça, là, ça fait ça, voilà, ça fait tout ça. pour ceux d'entre vous qui ne sont jamais venus au siège donc ça veut dire que nous"
1947.8799999999999,1984.1599999999999,"on dépend de, concrètement la défense la défense qui est juste ici vous y allez à pied en quelques minutes si vous y arrivez vivant parce que pour aller de la lucarne à la défense il faut traverser des endroits un peu il faut savoir courir très vite il faut savoir courir très très très vite et puis vous y arrivez vous y arrivez C'est la raison pour laquelle ceux qui sont chez nous depuis des années vous diront, oui, c'est vrai, les cartes professionnelles avec la CCI, c'est le cadet de leurs soucis, il ne faut pas s'en inquiéter."
1984.5,2015.68,"Alors par contre, votre assurance n'a pas à exiger votre carte professionnelle pour délivrer votre attestation. A partir du moment où vous êtes assuré, ils ont l'obligation de vous délivrer l'attestation. C'est exactement comme quand je vais dans un magasin Imaginons je vais chez Carrefour Je fais des courses J'achète du poulet, du papier toilette et du dentifrice Et que à la fin Au moment de payer Ils me disent Ah mais monsieur vous n'aurez votre ticket Votre reçu d'achat Que si vous me montrez votre carte d'identité Non j'ai acheté je veux mon ticket"
2015.68,2051.82,"Point C'est la loi Pareil pour cette attestation d'assurance Votre assureur Vous l'avez payé, vous êtes régulièrement inscrit chez lui, il doit vous délivrer cette attestation, point. C'est la loi. Ce n'est pas lui qui décide si vous avez une bonne tête ou pas une bonne tête. Donc, oui, on voit la souris, mais elle est toute petite. Normalement, c'est des outils pour agrandir la souris, pour la mettre de différentes couleurs, etc."
2051.82,2090.2799999999997,"Mais ça, ça ne marche jamais. Ça ne marche absolument jamais, ce truc-là. Alors, les attestations d'assurance, on les attend rapido, rapido. Conclusion, il faut transférer le siège en Bretagne. Alors, sachez que c'est une question qu'on se pose. C'est une question qu'on se pose. C'est Éric qui dit ça, à moitié sous forme de blague, mais pas complètement, parce que je pense qu'on en a déjà discuté. Oui, sachez-le, c'est une question qu'on se pose véritablement, de transférer le siège de la société dans un département moins problématique que les Hauts-de-Seine, pour plein de raisons."
2090.28,2135.54,"premièrement parce que nos locaux qui sont ici que donc voici je ne sais pas si on peut voir un petit peu d'un petit peu plus près nos locaux qui sont qui sont là on ne peut pas se mettre exactement devant peut-être que si on va chercher des images plus anciennes voire plus de date on pourra avoir une photo un petit peu plus exactement devant non, non apparemment La voiture de Google ne veut pas montrer exactement où nous nous trouvons. Je ne sais pas pourquoi. Google ne nous aime pas. Ah si, regardez. On voit un petit peu mieux. C'est une vraie question qu'on se pose."
2135.54,2171.72,"Premièrement, je vous disais, parce que nos locaux qui sont ici Ce sont des locaux qui sont très peu utilisés aujourd'hui Sont très peu utilisés pour les raisons suivantes Premièrement, depuis le Covid Les gens ne viennent plus en formation physique C'est un vrai problème Depuis le Covid, les gens ont pris l'habitude de faire des visios pour tout et pour rien."
2172.62,2205.6200000000003,"Ça a été le Covid avec les différents confinements en France comme à l'étranger. Ça a été l'explosion des outils de visioconférence. L'outil de visioconférence qui a explosé pendant le Covid, vous le connaissez tous, c'est Zoom. Avant, personne ne connaissait. Et Zoom a eu une explosion pendant le Covid. Pourquoi ? Parce que Zoom était extrêmement facile à utiliser Alors Zoom, moi je ne vous recommande pas du tout son utilisation Parce que c'est une passoire en termes de sécurité"
