start,end,text
612.8199999999999,644.58,"mais bon, c'est mon avis à moi, ils sont susceptibles de demander un chèque ou un virement d'indemnité d'immobilisation. Alors qu'on peut appeler de différentes manières. on peut appeler ça dépôt de garantie en vérité c'est une indemnité d'immobilisation ce chèque ils l'encaissent sur leur propre compte ce compte il doit être garanti pour garantir contre l'insolvabilité ou garantir contre un agent immobilier qui se barrait avec la caisse c'est arrivé, souvent avant 1970 c'est beaucoup"
644.58,684.4399999999999,"beaucoup beaucoup beaucoup arrivé et quand la loi Oguet a été promulguée en 1970 il a fallu quand même une bonne quinzaine d'années avant que ce genre de pratique ne s'éteigne Enfin, pas complètement, mais ils disparaissent à peu près. Un des articles les plus importants de la loi Huguet, vous le connaissez tous, sans connaître son texte, mais c'est le fameux article 6, qui impose de disposer d'un mandat écrit pour pouvoir exercer notre métier. Pas de mandat écrit, on n'a pas le droit d'enclencher la moindre action commerciale, publicitaire ou juridique à propos de la vente d'un bien."
685.18,716.9200000000001,"Alors, dans 99% des cas en France, il s'agit d'un mandat de vente. Dans 1% des cas restants, il s'agit d'un mandat de recherche. Le mandat de recherche est beaucoup plus courant dans d'autres pays que la France. En France, le mandat de recherche est assez mal vu, notamment de la DGCCRF. Petit exemple, Lyonnais, qui va particulièrement parler à Sibylle, parce que c'est dans le 6e arrondissement. Pourquoi je dis ça ? Parce que Sibylle travaille dans le 100e, dans le 6e arrondissement."
718.4,750.94,"En novembre 2023, un agent immobilier, je vais vous citer des exemples tout au long, maintenant vous commencez à être habitué à ce type de structure. En novembre 2023, un agent immobilier lyonnais a été condamné pour avoir négocié la vente dans l'appartement dans le 6e arrondissement de Lyon sans disposer d'un mandat écrit préalable. Ça lui a coûté 15 000 euros, interdiction d'exercer pendant 6 mois. Alors vous allez le voir, pendant toute cette visioconférence, il y a énormément d'exemples de condamnations d'agents immobiliers ou d'agents mandataires en immobilier"
750.94,781.78,"qui ont donné lieu à une interdiction temporaire d'exercice. C'est-à-dire, on vous prend votre carte professionnelle et on dit « Vous, vous n'exercez plus pendant 2 mois, 3 mois, 4 mois, 5 mois, 6 mois, 1 an. » Ça, c'est un arrêt de mort pour un agent immobilier. C'est un arrêt de mort. À chaque fois qu'un agent immobilier est condamné à une interdiction d'exercer pendant plus de, allez, on va dire 2 mois, c'est fini, il met la clé sous la porte, il va vendre des chouons sur la plage. C'est plus la peine. pourquoi ? parce qu'un agent immobilier ne peut pas se permettre de ne plus"
781.78,812.7,"rentrer de mandat, de ne plus faire de visite, de ne plus signer compromis pendant 2, 3, 4 mois après il ne pourra plus faire redémarrer la machine, c'est fini c'est mort donc vous le voyez au delà des condamnations pécuniaires c'est à dire de l'argent payer de l'argent les interdictions temporaires d'exercice sont une condamnation en fait à fermer sa boutique, à fermer son agence immobilière"
812.7,844.22,"et à faire autre chose le tribunal de grande instance de Lyon a souligné dans son jugement que cette absence de mandat écrit alors écoutez bien quand même le texte s'appelle la transparence des transactions et constitue une violation flagrante de l'obligation légale de protection des clients inutile de vous dire que concrètement le tribunal a considéré que l'agent immobilier était le dernier des derniers, était un moins que rien, un égorgeur de grand-mère et un mangeur d'enfant. Ne l'oubliez jamais, ça,"
844.36,875.76,"quand un agent immobilier rentre dans un tribunal, quelle que soit la raison, il est déjà coupable. Oui, mais ce n'est pas moi qu'on accuse, là, c'est un autre. Oui, mais vous êtes coupable quand même, parce qu'agent immobilier, ça veut dire bandit. Ça, vous ne devez jamais l'oublier. On part avec un handicap terrible dès qu'on fout les pieds dans un tribunal, même lorsqu'on n'a rien fait. Alors ça, c'est d'abord la loi ODE. ensuite la loi Auguet a été régulièrement complétée par différents packages législatifs il y a eu la loi ENL en 2006"
875.76,914.96,"il y a eu le décret de 2005 je vous disais sur l'adaptation etc et il y a eu un grand paquet il y a eu la loi SRU en 2000 aussi il y a eu un gros machin la loi SRU mais il y a eu un gros paquet avec la loi Allure en 2014 la loi Allure en 2014 a mis en place plein plein plein plein de choses La loi Allure, c'est-à-dire accès au logement et urbanisme rénové. C'est une espèce de loi SRU bis, en fait. La loi Allure a instauré parmi plein de choses, des choses très bien, des choses absolument ridicules et stupides."
914.96,950.96,"C'est une loi très très très mal fichue, très mal rédigée. Au milieu de tout ce que la loi a dû réinstaurer, il y a eu l'instauration de l'obligation de formation des agents immobiliers, ce que nous sommes en train de faire aujourd'hui, les agents immobiliers et leurs collaborateurs, dont vous êtes, qui n'existaient pas auparavant. Donc premièrement, obligation de formation. Deuxièmement, obligation de rédiger et de mettre en place un code de déontologie. Ce code de déontologie n'a pas été écrit, rédigé, mis en place par la loi Allure."
950.96,991.14,"La loi Allure a dit qu'il va falloir faire un code de déontologie qui sera instauré plus tard, quand il sera prêt, par décret. C'est très courant que dans une loi, on dise qu'on veut atteindre tel objectif, tel objectif, tel objectif, qui seront précisés plus tard par des décrets. En gros, on remet à plus tard la mise en place d'un certain nombre de dispositions, mais de dispositions qu'on a prévues dès maintenant. C'est le cas du code de déontologie qui a été rédigé, discuté, négocié par l'AFNAIM, l'UNIS, etc. et qui a été mis en place par le décret numéro 2015-1090 portant code de déontologie."
991.14,1024.36,"Ça, c'est le fameux décret qui a été promulgué en 2015. En 2015, le texte avait été préparé et il a été imposé aux agents immobiliers tels qu'eux. Il n'y a pas eu de « vous regardez ce qu'il y a dedans et ce qui vous plaît, ce qui vous semble intéressant, vous allez le respecter ». Non, il faut désormais respecter à la lettre le code de déontologie. qu'on est signé ou qu'on n'est pas signé."
1025.76,1058.04,"Alors, ce code de déontologie, d'ailleurs, qu'on pourra vous envoyer également demain, si vous demandez le PDF de la formation d'aujourd'hui, je pense à vous rajouter le code de déontologie, il est disponible sur les J-France, tout simplement. Il impose des principes fondamentaux de conduite, en gros, c'est une espèce de code de conduite, le code de déontologie, qui précise les obligations professionnelles des agents immobiliers et de tous leurs collaborateurs, qu'ils soient salariés ou qu'ils soient indépendants, comme vous,"
1058.62,1089.06,"notamment, mais pas seulement, et c'est ce qu'on va détailler aujourd'hui, en matière de loyauté, transparence, indépendance et protection des clients. Ce sont les quatre thèmes que nous allons un petit peu préciser. En particulier, l'article 2 du décret, qui dispose que les agents immobiliers doivent exercer leur activité avec conscience, dignité, loyauté, sincérité, probité. Ça a été un peu pompé d'ailleurs sur le serment des avocats. Le serment des avocats, il commence un petit peu comme ça."
1089.28,1122.52,"Je jure en tant qu'avocat d'exercer ma mission en toute paix. Ça a été un peu pompé dessus, ça, pour faire bien, pour faire joli. Donc, l'agent immobilier, en application de ses obligations de conscience, dignité, loyauté, sincérité, probité, L'agent immobilier doit toujours agir dans l'intérêt du client avant son propre intérêt à lui et de manière conforme à la législation. Ce décret instaure également une obligation absolument stricte, et ça vous la connaissiez déjà. Vous allez voir, tout ce qu'il y a dans le Code de déontologie, c'est un peu des redites de ce qui était déjà dans la loi."
1123.3999999999999,1155.56,"Une obligation stricte d'information et de conseil envers les clients. C'est cette espèce de fourre-tout dans lequel on peut mettre absolument tout ce qu'on veut pour reprocher un agent immobilier. parce qu'on peut toujours dire ah mais vous ne m'aviez pas informé de telle chose ah bah oui mais je ne savais pas ça c'est pas mon problème, vous deviez m'en informer ah bah merde, je suis embêté quand même parce que je devais vous informer de quelque chose dont je n'avais moi-même pas connaissance ça se produit de plus en plus alors également"
1155.56,1185.74,"la loi Lure a instauré en plus de ce code de déontologie un nouvel organe le CNTGI, le Conseil National de la Transaction et de la Gestion Immobilière, qui est une espèce de chambre de jugement et d'arbitrage, vous allez le voir. C'est une espèce d'organisme, alors quand on se penche dans leur activité, ils passent leur temps à bouffer avec nos impôts, mais ils ne font rien du tout."
1185.74,1218.14,"C'est vraiment ce qu'on appelait dans l'ancien temps, les plus anciens d'entre vous, connaissent les fameux comités théodules en gros on crée des commissions, on crée des comités on crée des machins ça fait des salaires à des gens qui ont des cartes bleues avec lesquelles ils peuvent se déplacer, aller à l'hôtel et bien bouffer mais qui ne produisent aucun travail vous allez le voir c'est un peu le cas du CNTG qui condamne une fois de temps en temps par ci par là mais il y a eu un rapport de leur activité en 2015 depuis c'est fini et puis calme plat, électroencéphalogramme plat"
1218.14,1249.8799999999999,"donc cet organisme, le CNTGI est chargé de veiller à l'application des règles déontologiques dans la profession donc il surveille l'application du code de déontologie sanctionner les manquements c'est une chambre disciplinaire également et il participe à l'évolution des normes pour conseiller le ministère pour dire qu'il faudrait que ça change comme ci, que ça change comme ça bon, ils le font absolument pas du tout, du tout, du tout par contre, ce qui est assez casse-pied pour nous c'est que ces gens ont la possibilité de sanctionner."
1250.32,1281.1799999999998,"Et vous allez voir que leurs sanctions, on en reparlera tout à l'heure, viennent en plus des sanctions des tribunaux, en plus des sanctions de la DGCCRF. Ça veut dire que quand on fait des bêtises, on peut se faire juger et condamner par la DGCCRF et ou les tribunaux civils et ou les tribunaux administratifs et ou les tribunaux en correctionnelle pénale et ou le CNTG. Ça fait beaucoup, hein ?"
1281.1799999999998,1314.04,"Normalement, il y a un principe en droit qui dit qu'on ne peut jamais être jugé deux fois pour la même chose. Mais ce principe n'empêche pas d'être condamné plusieurs fois pour la même chose à partir du moment où on considère que c'est un seul et même cas. Alors, quels sont les principes déontologiques fondamentaux qui s'imposent aux agents immobiliers ?"
1314.04,1347.02,"On va les détailler ici, je vous en parlais juste avant, ces principes déontologiques, je vous le rappelle, créent un cadre de comportement de notre part. En gros, nous dit, voici comment vous devez vous comporter au quotidien, un cadre de comportement que nous devons appliquer. Première chose, loyauté, enfin, ça c'est juste l'objectif. Pourquoi vous voyez de plus en plus dans nos visios objectifs ?"
1347.02,1383.46,"Parce que ça c'est une obligation de la loi Allure. Vous pourriez vous dire, c'est marrant, à chaque fois il y a objectif, on ne sait pas trop à quoi ça sert. On est obligé de mettre ça, nous, pour faire valider nos formations par Cadiopi. Vous savez que toutes les formations, on est certifié Cadiopi, bien sûr, et pour être certifié Cadiopi, il faut que tous les ans, on fasse un bilan pédagogique Et tous les trois ans, on fasse renouveler notre certification Calliope. Et pour garder notre certification Calliope, il faut répondre à une obligation de la loi. Une des obligations des formations instaurées par la loi Allure, c'est d'avoir à chaque fois un objectif."
1383.46,1416.2,"C'est pour ça que vous voyez toujours, de plus en plus, ce n'était pas le cas avant, et maintenant on s'y attache, objectif, explorer les grands principes régissant la profession. C'est uniquement parce que c'est obligatoire de mettre ça. Ça n'a en fait aucun intérêt. Voilà pourquoi on ne s'attarde pas là-dessus et on passe directement à loyauté, honnêteté et probité. Alors, ces fameux devoirs de loyauté, honnêteté et probité sont vraiment au cœur du code de déontologie de l'agent immobilier. L'article 2 du décret de 2015, à chaque fois que je vais dire le décret, c'est le décret de 2015, c'est le décret qui a instauré le code de déontologie."
1416.2,1457.34,"L'article 2 impose ce comportement par le texte suivant. L'agent immobilier et ses collaborateurs doivent se comporter avec loyauté, sincérité, probité à l'égard de toutes les parties à l'acte. Les parties à l'acte, c'est principalement vendeurs-acquéreurs ou locataires-propriétaires-bailleurs, c'est-à-dire les clients, mais on doit loyauté, sincérité, probité avant tout à nos clients, les parties à l'acte, mais également aux autres agents immobiliers avec lesquels on travaille, avec les autres intervenants tels que les diagnostiqueurs, les banques, etc., avec notamment les notaires, c'est-à-dire toute personne qui interviendrait dans la construction même de l'acte."
1458.3,1491.38,"Cela signifie que nous devons agir de manière transparente, dans le respect des intérêts de chaque partie, de manière équilibrée. On va revoir ça, on ne peut pas prendre parti pour l'un ou pour l'autre. On ne doit jamais avantager un client au détriment de l'autre, même si on dit « c'est le vendeur qui nous a donné le mandat, c'est à lui qu'on doit véritablement quelque chose ». Non, l'acquéreur aussi, surtout dans notre cas parce que nous, nos honoraires sont à la charge de l'acquéreur, bien sûr. Nous ne devons jamais dissimuler la moindre information concernant le bien, son environnement ou ses caractéristiques générales."
1492.2800000000002,1522.62,"On a une obligation absolument stricte, et là vous le vivez tous les jours, parce que vous savez que l'animation de la lucarne est particulièrement casse-pied avec ça, une obligation stricte de véracité et d'exactitude des informations transmises aux clients. On vous le dit tous les jours, nous sommes obligés de pouvoir démontrer où nous sommes allés chercher les informations que nous transmettons à nos clients. Donc la superficie, d'où vient-elle la superficie qu'on affiche ? Elle vient du TPE."
1523.26,1553.84,"On ne l'a pas inventée. On n'a pas mesuré nous-mêmes, potentiellement en nous trempant à notre avantage, puisque nous sommes des bandits, vous le savez bien. La taxe foncière, on dit qu'il y en a pour 1 500 euros. Où sommes-nous allés chercher ces 1 500 euros ? Dans la vie de taxe foncière. Nous devons toujours avoir en tête que chaque information que nous transmettons et rigoureusement exacte, la véracité, et que cette information, on est en mesure de démontrer sa provenance, de la justifier."
1554.56,1588.56,"Que ce soit dans les discussions, dans les annonces, dans les documents contractuels, le mensonge, la dissimulation, la manipulation, ou tout simplement l'inexactitude des informations transmises sont des violations graves de la déontologie et nous exposent à des sanctions disciplinaires et civiles et pénales. Exemple tout bête, juin 2023, Marseille. Un agent immobilier a été condamné pour avoir dissimulé, alors quand on dit dissimulé, normalement, je ne sais pas les détails de la manière dont ça a été dissimulé,"
1588.56,1619.42,"Mais quand on dit dissimulé, généralement, ça veut dire qu'on le savait et on l'a planqué. Tout à l'heure, on verra des cas dans lesquels on dit que l'agent immobilier a omis. Omis, c'est un oubli, je n'étais pas trop au courant. Dissimulé, généralement, je suis au courant et je l'ai caché. L'existence d'un consensus juridique concernant un bien mis en vente. Vous savez qu'on a l'obligation, depuis 2014 et la loi Allure, de dire si une copropriété est impliquée dans une procédure. procédure de la copropriété, ça fait partie"
1619.42,1651.18,"des informations obligatoires, là l'agent immobilier a dissimulé l'existence de cette procédure judiciaire concernant un bien au sein d'une copropriété, il y avait un litige simplement sur des travaux non réalisés ça n'a pas été mentionné lors des visites et dans les documents contractuels fournis à l'acquéreur, le conseil national de la transaction de la gestion immobilière le fameux CMTGI qu'on a vu juste ici juste au dessus pardon, a sanctionné l'agent immobilier par une suspension de 3 mois de sa carte professionnelle ainsi qu'une amende de 8000 euros pour manquement au dévoir de loyauté de probité"
1651.18,1689.58,"alors vous direz les 8000 euros bon c'est une somme mais on peut s'en sortir 3 mois de suspension de la carte on s'en sort pas un agent immobilier peut pas ne rien faire parce que vous avez pas votre carte vous pouvez pas faire de visite vous mettez tous vos mandats à la poubelle vous n'avez plus le droit de les diffuser c'est pas vous n'avez plus le droit de faire des ventes vous n'avez plus le droit de faire rien du tout C'est une condamnation à mort. Vous le voyez, le CNTGI est intervenu pour avoir dissimulé l'existence de ce contentieux simplement. Et là, la condamnation est très lourde."
1689.58,1740.0600000000002,"Alors, deuxième obligation très importante, la confidentialité. Nous sommes tenus, mais ça c'est bien normal, vous me direz là, pas de question, on ne se demande pas quoi, autant ce qu'il y a au-dessus de loyauté, honnêteté, probité, on sait qu'on peut mettre à peu près ce qu'on veut dedans, surtout après on va voir dans le conseil d'information, le respect de la confidentialité ça pose pas de question, ça c'est une évidence. Nous avons connaissance tous les jours d'informations concernant la situation financière, juridique, familiale, médicale d'un très grand nombre de personnes. Bien entendu, ça, on ne doit pas aller le colporter ailleurs. On doit garder ça sous clé, dans notre tête, dans notre poche avec le mouchoir par-dessus et on ne doit pas laisser ces informations filtrées auprès de personnes qui n'ont pas de raison d'obtenir ces informations."
1740.84,1772.12,"Les agents immobiliers, article 9 du décret de 2015, sont tenus de respecter la confidentialité des informations dont ils ont connaissance dans l'exercice de leur activité. Ça ne pose même pas question, c'est une évidence, on n'a pas besoin de trop expliquer ça. Janvier 2022, à Lyon, un agent immobilier a été condamné pour avoir communiqué à un concurrent, on ne sait pas trop pourquoi, on ne sait pas trop comment, en tout cas, il a bavassé auprès d'un concurrent, des informations considentielles sur un vendeur. Le CNTG a considéré que cet acte constitue une infraction grave à l'obligation de confidentialité."
1773.32,1804.82,"15 000 euros d'amende, 6 mois d'interdiction d'exercice. 6 mois d'interdiction d'exercice. Ça a été jugé très sévèrement. Je ne sais pas quelle était la nature des informations et quel était le préjudice porté aux propriétaires-vendeurs. Je ne vais pas vous le dire, mais la sanction est quand même diablement lourde. ensuite obligation de conseil d'information celle-ci elle est terrible parce que c'est un fourre-tout dans lequel on peut mettre exactement ce qu'on souhaite, ça veut dire qu'avec ça"
1804.82,1835.06,"on peut reprocher ce qu'on veut à qui on veut je vous donnerai l'exemple d'Optimum dont je vous parle déjà depuis un certain nombre d'années les édifiants vous allez voir que ça fait un peu mal donc cette obligation de conseil d'information elle coule de source, bah oui c'est normal je suis un professionnel, je dois conseiller mes clients logique, je dois l'informer c'est naturel, ça ne pose pas particulièrement question vous allez voir que si l'article 3 du décret 2015 nous dit que"
1835.06,1866.58,"l'agent immobilier doit informer ses clients de manière complète objective et intelligible sur les caractéristiques du bien immobilier de la transaction de la transaction pardon envisagée, c'est normal ça coule de source, c'est bête comme chou on doit leur donner une information complète, on doit tout donner toutes les informations qu'on a objective je ne tords pas les faits pour les tourner de la manière qui m'arrange moi je reste objectif"
1866.58,1911.8200000000002,"la superficie c'est pas oh c'est un grand appartement non c'est un appartement de 162 m2 c'est pas un grand appartement je ne dis pas à mon client que le quartier va emporter une plus-value fantastique dans les 5 ans ça c'est pas hyper objectif non plus Et intelligible, je dois lui parler dans un langage qu'il comprend. Je ne dois pas utiliser une espèce de jargon pseudo-professionnel destiné à l'embrouiller. Vous savez, regardez, les plus anciens d'entre nous ont connu les inconnus dans les années 80-90 et les inconnus avaient un sketch particulièrement drôle dans lequel on voyait la vie d'un monsieur qui rencontrait son médecin, son garagiste, son avocat, son notaire, je ne sais pas qui."
1911.82,1944.88,"et chacun lui parlait avec un jargon absolument incompréhensible, si bien qu'il ne comprenait absolument jamais ce qui lui arrivait. Tout ce qu'il comprenait, c'était qu'à la fin, on lui demandait de payer sans savoir pourquoi. Donc nous, nous devons éviter ce genre de jargon incompréhensible pour nos clients. Ce qui est particulièrement gênant pour nous, c'est qu'il ne s'agit pas seulement d'une obligation d'information passive, mais d'un devoir de conseil actif. Nous devons être proactifs dans la recherche des informations et leur transmission auprès de nos clients."
1945.42,1989.86,"On doit anticiper les besoins du client. Là, ça commence à être pas très objectif pour le coup. Lui expliquer clairement les enjeux de la transaction. C'est un peu le cas, on comprend. Les risques éventuels, c'est plus difficile parce que chaque risque, il est lié à la situation d'une personne en particulier. Et les aspects juridiques et financiers qui y sont liés. Ça nous impose une connaissance très approfondie, non seulement des aspects juridiques de la transaction, mais également de toutes les caractéristiques qui l'entourent. Il faut être capable d'informer les clients de manière précise sur les caractéristiques techniques du bien, les servitudes, les vices cachés ou apparents, la situation juridique du bien, que ce soit une hypothèque, que ce soit un contentieux en cours, que ce soit une tutelle, que ce soit je ne sais pas quoi encore."
1989.86,2027.46,"Ça ne s'arrête jamais. Il n'y a aucune limite à ce devoir de conseil et d'information. Et c'est là un petit peu le danger pour nous. Petit exemple à Paris. En avril 2023, un agent immobilier parisien a été condamné pour défaut de conseil envers un client acheteur. Il n'avait pas informé son client que le bien acquis se trouvait en zone inondable, ce qui aurait entraîné une hausse significative des primes d'assurance pour l'acquéreur. Le CNTGI a suspendu la carte de l'agent pour 6 mois et imposé 20 000 euros d'amende, estimant que l'agent avait manqué à son devoir de conseil en ne fournissant pas une information complète sur les risques liés au bien."
2027.46,2058.96,"Alors que, ça n'est pas dit dans cet exemple, mais je le rajoute, l'agent immobilier n'avait pas donné l'information sur la zone inondable, mais le notaire l'avait donné parce que, que ce soit à Paris ou ailleurs, lors de la signature de n'importe quelle promesse de vente, le notaire sort une carte une carte des zones inondables de Paris de même qu'il sort une carte des carrières parce que Paris est concerné comme d'autres secteurs en France par des carrières sous Paris, il y a plein de trous on peut aller se balader dedans d'ailleurs"
2058.96,2089.02,"et le notaire lors de chaque promesse de vente à Paris il sort une carte et il dit là c'est inondable, là c'est pas inondable et il montre au client votre appartement il est ici et là c'est éventuellement inondable donc ça veut dire qu'on reproche à l'agent immobilier de ne pas avoir donné une information que le notaire lui-même a donné lors du compromis et après le compromis il y avait les 10 jours de rétractation et bien ça n'a pas suffi l'acquéreur a quand même pu invoquer la responsabilité de l'agent immobilier qui vous le voyez lui aussi a été condamné à une mort professionnelle"
