start,end,text
323.02,353.85999999999996,"qui inventent tout et n'importe quoi pour vous éliminer de la vente. Avec cette attestation de mandat qui fait foi, légalement, le notaire qui vous demande le mandat Non pas parce qu'il a une idée malsaine en tête Le notaire qui vous demande le mandat Tout simplement parce qu'il veut avoir un dossier complet Vous ne lui donnez pas le mandat Vous ne lui donnez pas l'offre d'achat Vous lui donnez ce document Qui est édité automatiquement Il y a l'identité des clients Il y a l'adresse du bien"
353.85999999999996,384.36,"Il y a la date du mandat Qui vous le savez est une information protégée de la loi Auger Et il y a le numéro du mandat Qui vous le savez est une information protégée de la loi Auger ça, ce petit bouton vous l'aurez donc tous dans vos églantines vous voyez là je suis sur un mandat c'est normal je suis dans mon églantine il est dans toutes les églantines dans tous les mandats, vous voyez il est ici aussi il est sur le troisième mandat également, vous voyez on arrive là-haut alors là effectivement"
384.36,415.02000000000004,"on voit effectivement que Guy est en Bretagne Erwann Rosé et Gwenaëlle Jiquel, je ne sais pas comment on peut faire plus breton que ça. Remarquez-ci, on peut faire plus breton. Nous, un jour, on a eu un agent qui s'appelait Erwan Kerlerou. Erwan Kerlerou. C'était un brestois. Inutile de vous dire que lui, effectivement, il n'était pas corse. Donc, ce sera pour tous vos mandats électroniques, dans vos"
415.02000000000004,445.76,"églantines, vendredi soir. Ok ? Donc ça, c'est une première petite annonce. Alors, vous allez me dire, c'est pas ça qui va changer la face du monde, mais bon, c'est une petite facilitation. Je vous en avais parlé déjà dans le passé. Je vous avais dit qu'on travaillait là-dessus. Je vous avais dit que c'était terminé. Je vous avais dit qu'on était en train de le tester. Il a été bien testé, cet outil. On sait qu'il fonctionne bien. Il n'a pas de problème. Donc, c'est bon. Vous l'aurez à partir de vendredi soir. ça c'est une première petite chose deuxième chose"
445.76,477.82,vous le savez lorsque vous saisissez un mandat nous avons toujours le petit problème de alors ça c'est un truc pour les bêta testeurs c'est pas pour tous les agents pour l'instant quand vous mettez ici l'adresse l'outil va chercher les DPE directement et parfois il n'en trouve pas regardez ici il écrit existe-t-il un DPE pour ce bien
477.82,508.46,"soit parce que le DPE n'a pas encore été fait soit parce que ce produit n'est pas soumis au DPE c'est pour ça que vous vous répondez tout simplement aux questions est-ce qu'un DPE existe pour ce bien non, un DPE n'existe pas pour ce bien pourquoi ? Soit parce qu'il n'a pas encore été fait, soit parce que ce bien n'est pas soumis au DPE. L'un des deux. Par contre, donc là c'est normal, vous choisissez le cas correspondant."
508.9,538.96,"Par contre, imaginons qu'un DPE ait effectivement été fait pour ce mandat. Je relance le truc. Ça peut me le sortir ici, directement. Alors, ça c'est une discussion que j'avais avec Joachim il y a 5 minutes, juste avant la visio. Si vous cliquez sur le numéro qui est ici, ça vous emmène directement sur le site de l'ADEME pour aller vérifier que c'est le bon OEPE, au cas où vous avez un doute. On va changer ça parce qu'effectivement, ce n'est pas très intuitif."
539.12,570.44,"Joachim cliquait dessus, il disait « je ne comprends pas, je n'arrive pas à le valider ». Je lui ai dit « c'est normal, ça emmène sur le site de l'ADEME, en fait, il faut cliquer à côté sur la ligne ». Donc ça, on va changer un peu le design, tout simplement, pour que ce soit plus précis. Enfin, pas plus précis, plus intuitif. Vous cliquez ici sur la ligne et là, si je ne clique pas sur le numéro à gauche, Je clique sur l'envie, ça me sélectionne le DPE et ça me demande une petite confirmation. Mais maintenant, retournons dans le cas d'une adresse qui, elle, n'a pas de DPE."
571.9000000000001,603.3399999999999,"Excusez-moi. Je crois que celle-ci n'en a pas. Voilà. Un DPE existe-t-il pour ce bien ? vous pourriez tout à fait tomber dans un cas où, ben si, il y a un DPE, je l'ai sous les yeux. Pourquoi l'outil ne me le trouve-t-il pas ? On a mis du temps à comprendre, je vous en ai déjà parlé de ça dans d'autres visios, on a mis du temps à comprendre parce qu'on n'avait pas d'explication, il a fallu que, alors qu'on trouve tout seul,"
603.64,635.88,"je vais être honnête, c'est Thierry qui a trouvé, c'est pas moi. Alors, j'ai un DPE, il est là sous les yeux, pourquoi n'est-il pas répertorié, pourquoi est-ce que l'outil ne le trouve-t-il pas ? Eh bien, tout simplement parce que, alors s'il y a un DPE à jour, s'il y a un vieux DPE qui n'est plus à jour, qui date d'avant la réforme du 1er juillet 2021, c'est normal qu'elle ne le trouve pas, ils ne sont plus valables. Vous savez que désormais ne sont valables que les DPE établis à partir du 1er juillet 2021."
636.28,670.64,"Tous ceux qui ont été faits avant, malgré la date de validité qui à l'origine était de 10 ans, sont désormais périmés du fait de cette réforme. Donc, j'ai un DPE qui date d'après, mais ils ne le trouvent pas. C'est parce qu'en fait, la base de données de l'ADEME sur laquelle on va chercher les DPE, elle n'est mise à jour qu'une fois par mois. Une fois par mois. Ça veut dire qu'aujourd'hui, on est le 13 mars, imaginons que j'ai un DPE entre les mains qui a été fait le 8 mars,"
670.9,701.48,il est enregistré à l'ADEME mais l'ADEME ne nous le fournit pas parce que la base de données à laquelle l'ADEME nous donne accès à travers le petit connecteur qu'on appelle un API n'est remise à jour que tous les mois une fois par mois donc ça veut dire que mon DPE qui a 3-4 jours je ne le trouve pas parce que nous n'y avons pas accès ça c'est une chose qui est en train de changer l'ADEME est en train de faire des mises à jour bientôt la mise à jour
701.48,736.74,aura lieu chaque semaine donc on aura beaucoup moins de chances de ne pas trouver le DPE ici alors qu'il existe à partir du moment où il aura plus d'une semaine Eglantine devrait pouvoir le trouver par contre un DPE qui a été fait la veille ou l'avant-veille vous ne le trouverez pas tout de suite il y aura beaucoup moins de cas de DPE existants mais que je ne trouve pas donc ça c'est plutôt bonne nouvelle on pourrait espérer qu'ils mettent à jour en temps réel parce que la raison pour
736.74,769.8000000000001,laquelle c'est un petit peu crétin c'est que la base de données de l'ademe et les mises à jour la base de données de l'ademe en temps réel c'est à dire qu'à partir du moment où un diagnostiqueur enregistre un dpe le jour même allez on va dire au pire le lendemain il envoie tout à l'ADEME la base de données est à jour. Par contre l'accès à la base de données que l'ADEME nous donne à nous les professionnels n'est mis à jour qu'une fois par mois et bientôt une fois par semaine. C'est idiot parce qu'en fait leur base de données pourrait être à jour en temps
769.8000000000001,799.98,"réel y compris pour nous mais bon ils n'ont visiblement pas envie. Donc bonne nouvelle Mais cependant, ça va plutôt améliorer les choses que de les abîmer. Alors, ensuite, si vous le voulez bien, on passe à une question qui nous a été posée par Corinne tout à l'heure. Corinne de Tour. Juste avant la vision. 5 minutes avant, 10 minutes avant, je ne sais pas."
800.3,834.08,"Mais c'est une question qui, effectivement, trouve naturellement sa place ce soir. La question posée par Corinne est la suivante. « Le potentiel vendeur qui voudrait profiter de la reprise du marché, mais avec un départ prévu en juin 2026, me demande comment mettre en vente leurs biens avec jouissance différée à cette date. Ce type de vente est-il déconseillé ? » Alors, c'est quelque chose qu'on rencontre relativement fréquemment, c'est une vente différée ou une vente longue. Selon les cas, c'est un peu l'un ou un peu l'autre."
834.08,878.18,"ça peut être pour plein de raisons ça peut être pour plein de raisons là c'est une raison, alors moi je vais vous répondre sur la faisabilité maintenant la pertinence commerciale ça c'est une autre question que moi j'ai beaucoup plus de mal à juger parce que je ne connais pas la situation des vendeurs je ne connais pas les vendeurs et on va quand même se la poser juste après juridiquement, administrativement comment ça marche ? Oui c'est tout à fait possible On peut très bien imaginer avoir un vendeur qui vous dise « je mets en vente maintenant pour ne pas perdre de temps, mais attention, je ne serai muté à Bordeaux qu'en septembre, donc je ne peux pas déménager dès que la maison est vendue »."
878.18,910.0,"parce que normalement c'est ça la règle, on met en vente aujourd'hui, c'est pour une disponibilité, on va dire presque immédiate, le temps de la vente, je mets en vente aujourd'hui, vous trouvez un acquéreur, monsieur l'agent immobilier, une fois que vous avez trouvé un acquéreur, on va chez le notaire, les trois mois de notaire, trois mois après, je m'en vais. Ça c'est la règle dans la très grande majorité des cas. Mais parfois, je veux vendre maintenant, mais je ne m'en vais pas juste après, Je ne peux pas, je serai muté en septembre."
910.8,951.6999999999999,"C'est souvent le cas d'une mutation, très souvent le cas d'une mutation. Après, ça peut être pour raison familiale, ça peut être une naissance, ça peut être un divorce, ça peut être plein de choses qui commandent au vendeur de différer un petit peu le départ de la maison. On peut faire ça de plein de manières, on peut même envisager dans certains cas, on ne va pas s'apesantir sur cette possibilité maintenant, mais on peut imaginer dans certains cas, Ça arrive même une location lorsque c'est une vente vraiment très longue. Trouvez-moi un acquéreur. Moi, il faut que je reste encore un an dans la maison, mais je vais leur payer un loyer. Vous pouvez l'imaginer, ça existe, on l'a déjà fait."
951.7,982.6600000000001,"Là, Corinne nous dit que, et c'est pour ça que je me pose un peu plus la question de la pertinence commerciale, ils veulent profiter de la reprise du marché, mais avec un départ prévu en juin. La reprise du marché, là je vous demande à tous et à toutes, est-ce que vous la voyez vraiment ? répondez moi sur le chat ça m'intéresse vraiment beaucoup parce que j'en parle individuellement à chacun d'entre vous lorsque je vous ai au téléphone"
982.6600000000001,1013.6,"bien sûr, il y a à chaque fois qu'on est au téléphone pour n'importe quoi vous m'entendez vous dire deux choses, premièrement comment ça se passe par chez vous, est-ce que ça reprend ça bouge, ça bouge pas et on en parle et la deuxième chose que je vous dis invariablement c'est rentrez des mandats plein de mandats, plein plein plein de mandats restez pas comme ça sans mandat, rentrez des mandats vous m'entendez toujours dire la même chose maintenant je vous pose la question collectivement à tous est-ce que vous voyez un peu une reprise du marché est-ce que ça bouge un petit peu"
1013.6,1044.48,"ou est-ce que c'est toujours un petit peu mou est-ce qu'il ne se passe pas grand chose dites-le moi sur le chat alors Isabelle me dit non Hugues me dit non Pierre dit un léger mieux Julien dit oh que oui, belle reprise dans notre secteur alors sachant que c'est Julien, je me demande s'il parle pas d'une reprise de volet au football ou un truc comme ça donc est-ce qu'il parle bien d'une reprise immobilière Catherine nous dit"
1044.48,1079.82,"avec les événements mondiaux, pas vraiment Maryse dit pas de reprise Cathy nous dit ça a bougé un peu plus en début d'année mais c'est pas toujours sérieux jusqu'au bout Corinne nous dit, de mon côté j'ai l'impression que le marché reprend, j'ai à nouveau des demandes visite depuis quelques semaines excellent nouvelle super laurent dit c'est vraiment par vagues non pour ça bien julien dit plein lucarne ok j'avais raison c'est chimique pour joachim pas terrible pour marc actuellement mais je pense que ça va le faire dans les mois qui viennent ces mots pour valérie en dordogne ici oui ça sent bouger vraiment par ta petit mot souvent mais bon"
1079.82,1112.42,"effectivement je suis souvent à l'hôpital avec mon fils donc ça c'est une autre question qui qui peut effectivement entraver votre activité, ma chère Véro. Alors, une chose est sûre, je le répète encore, vous allez vraiment dire que je suis lourdingue, mais vous savez que je suis lourdingue avec ça comme avec le reste. Plus vous rentrerez de mandat, plus vous aurez des chances, effectivement, de… Vous m'entendez parfois dire qu'il faut provoquer les opportunités. Il ne suffit pas de les saisir quand elles passent, parfois il faut les créer et les provoquer. Et inévitablement, vous aiderez à créer et provoquer des opportunités"
1112.42,1162.0,"en ayant plus de mandats. Ça, il n'y a aucun doute. Alors, je sais très bien que c'est très facile à dire pour moi, depuis mon fauteuil dans mon bureau, que pour vous, affaire sur le terrain, j'en suis conscient. Je ne suis pas en train de vous dire « du don, les feignasses, il va falloir se bouger maintenant ». Pas du tout. Je me rends bien compte que ce n'est pas évident, ce n'est pas facile, mais il faut vraiment, vraiment travacher sur la rentrée de mandat. C'est comme ça que vous allez créer vos opportunités. Bon, alors, reprise ou pas reprise, donc, les vendeurs ont un départ prévu en juin 2026. Alors, je ne sais pas, dites-le moi, Corinne, sur le chat, si c'est un départ contraint. Ils n'ont pas le choix, ils doivent partir à ce moment-là pour mutation professionnelle ou que sais-je, ou est-ce que c'est un choix. En tout cas, c'est tout à fait possible."
1162.0,1193.4399999999998,"il suffit alors de voir avec les vendeurs les délais alors les délais ils sont toujours négociables ils peuvent toujours un petit peu bouger mais il faut qu'ils puissent quand même vous donner une visibilité sur la date à laquelle ça se fera alors ici on a des vendeurs qui nous disent par la voix de corinne juin 2026 ce qui est très raisonnable juin 2026 parce que regardez mais on est déjà le 13 mars. On est déjà le 13 mars, imaginons qu'on ait une offre dans 2-3 jours, avec les délais de notaire,"
1193.52,1225.8999999999999,"on arrive facilement à fin juin, pas de problème. Mais imaginons que les vendeurs ne nous disent pas juin 2026, mais septembre 2026. Ce n'est pas un problème. Ce n'est pas un problème, il faut qu'on le mette dans le mandat. Alors dans ce cas-là, vous demandez à l'animation quelle est la petite phrase qu'il faut mettre. Mais on met dans le mandat que les vendeurs souhaite une libération du bien à telle date maximum alors quitte à être un peu large parce qu'il faut qu'on mette un maximum pour pouvoir dire aux acquéreurs pendant les visites voilà"
1225.8999999999999,1256.8200000000002,"les vendeurs ils ont besoin de rester dans la maison jusqu'en octobre annoncé juin 2026 je vous dis une bêtise parce que je vous dis on arrive facilement juin mais non c'est juin 2026 c'est très long, effectivement. Je n'avais pas capté sur le 2026, mais on va changer un tout petit truc sur mon discours. Ce n'est pas très grave, parce que, imaginons que ce soit juin 2025 ou septembre 2025, on n'est pas dans un délai absolument délirant. On est dans quelques mois et il suffit de mettre un délai maximum"
1256.8200000000002,1288.42,"dans le mandat pour pouvoir l'expliquer aux acquéreurs et dire aux acquéreurs, alors attendez, peut-être qu'on peut négocier un peu moins, un peu plus, peut-être qu'on peut ajuster les choses, mais voilà à peu près ce que les vendeurs nous demandent. quand on est en juin 2026 c'est dans plus d'un an dans un an et trois mois là effectivement on peut se poser la question d'un bail on peut se poser la question du paiement d'un loyer par les vendeurs ce que les notaires n'aiment pas trop mais c'est possible pourquoi les notaires n'aiment pas trop ça ?"
1288.42,1318.64,"parce qu'à partir du moment où on va signer un bail avec les vendeurs ça commence à donner des droits je ne vais pas dire exorbitants même si juridiquement ça serait le bon terme mais dans le langage courant c'est un peu troublant, c'est pas le bon terme mais des droits très importants aux vendeurs qui deviendraient non plus vendeurs mais locataires et on pourrait avoir un notaire qui dise aux acquéreurs attention s'ils partent pas, vous êtes dans la panade vous avez des locataires sur le dos jusqu'à je sais pas quand oui mais on va faire un bail"
1318.64,1348.88,"précaire, un bail plus court les baux précaires Ils se transforment avec une toute petite pensée de mauvaise foi en baux pas précaires du tout. On connaît en France tous les soucis qu'on a avec les locataires qui abusent de la situation, voire avec des squatteurs. Donc, juin 2026, on peut prévoir un bail, on peut prévoir un prêt à usage. Qu'est-ce que c'est un prêt à usage ? De manière très grossière, c'est un bail gratuit. On va dire ça très simplement."
1348.88,1379.48,"si vous voulez faire les malins lors des dîners en ville appelez ça un comoda, ça fait très bien ça veut dire la même chose, en fait c'est un prêt à usage donc je vous le prête pour un usage bien défini, bien prédéfini et ça, ça peut donner l'objet donner naissance à la signature d'un bail avec des loyers mais tout simplement ça peut faire l'objet d'une négociation tout simplement, on négocie le prix à l'avantage des vendeurs plutôt que des acquéreurs ou l'inverse."
1379.6,1413.02,"À l'avantage des acquéreurs, ce sont les vendeurs qui sont en position de demande et d'une demande importante, comme juin 2026. Et ça peut non pas donner lieu à un loyer, mais à une négociation favorable aux acquéreurs. Ça peut être ça. Donc oui, c'est tout à fait possible. Plus la durée est longue, effectivement, et plus il faut envisager les différentes manières dont ça peut se passer et dont ça peut éventuellement mal tourner. Juin 2026, ça pourrait tout à fait donner lieu à la signature d'un bail"
1413.02,1444.72,"ou d'un prêt à usage parce que les notaires risquent d'être un petit peu frileux avec ou sans paiement de loyer. En tout cas, ça se négocie et c'est conventionnel, donc c'est tout à fait légal. Donc oui, c'est possible. Alors après, la question précise de Corinne, c'est ce type de vente est-il déconseillé ? Alors, ça peut mal tourner. Vous me direz, n'importe quelle vente peut mal tourner. Mais c'est vrai que là, on ajoute des raisons supplémentaires pour lesquelles ça pourrait mal tourner."
1444.94,1479.7800000000002,"Imaginez que les vendeurs, ils restent dans les lieux, ils ne repartent jamais, ils dévastent tout. Ils se comportent comme des vrais squatteurs. Ah ben oui, ça peut mal tourner. Alors, vous me direz, heureusement, ça n'arrive pas tous les jours. Ça n'arrive pas tous les jours, c'est vrai, mais ça peut arriver. Et certains notaires sont très alarmistes là-dessus. Très, très, très alarmistes. D'autres, non, c'est une question de personnalité, tout simplement. donc est ce que c'est des conseillers pas forcément pas forcément par contre vous posez la question est ce que commercialement c'est une bonne idée selon le type de bien est ce que c'est un bien familial typiquement on va avoir des familles qui viennent visiter ça il leur faut"
1479.7800000000002,1509.8000000000002,"forcément les familles enfin un bien maintenant est ce que c'est un petit produit d'investissement qui pourrait faire l'objet d'une négociation plus souple selon le type de produit alors on Alors, on peut en discuter ensemble pour voir si c'est pertinent, mais la question, elle est surtout sur la pertinence commerciale. Est-ce que c'est déconseillé juridiquement ? Il y a des raisons pour lesquelles ça pourrait mal tourner, mais ce n'est pas quelque chose d'hyper exotique non plus. Il ne faut pas être trop alarmiste là-dessus. OK ?"
1509.8000000000002,1541.02,"Bien sûr, on peut toujours discuter de ces choses-là ensemble pour essayer d'avoir plusieurs cerveaux qui carburent sur une même question. Tiens, Sabrina nous dit, ça a bien bougé en début d'année, mais depuis quelques jours, peu d'appels d'acquireurs je suis d'accord avec vous, je suis à 20 mandats et du fait beaucoup plus de demandes, ah oui bien sûr entrée de mandat grâce à WeMove, 80 contacts à ce jour, alors ça c'est particulièrement intéressant particulièrement intéressant, WeMove alors on va en reparler"
1541.02,1571.02,je ne sais pas si on va en reparler aujourd'hui beaucoup beaucoup mais on va en reparler parce que WeMove c'est un outil que vous êtes une majorité à sous-utiliser beaucoup d'entre vous se sont inscrits à WeMove à chaque fois qu'on a fait des visions mais derrière ne l'utilisent pas vraiment c'est dommage parce que pour ceux d'entre vous qui l'utilisent vraiment c'est une source de mandat de qualité prouvée désormais on n'est plus dans le
1571.02,1601.12,"oh ça devrait, oh ça pourrait oh il se pourrait bien que non non non les amis C'est prouvé, c'est démontré désormais, WeMove est non seulement une source de mandat, mais je vois vraiment WeMove se transformer en la nouvelle manière de prospecter maintenant que le téléphone est cramé par rapport à avant. on en reparlera bien sûr"
1601.12,1633.26,"alors Corine nous dit c'est un choix par rapport à leurs enfants donc effectivement ils ont une contrainte ah et elle me dit je l'ai en 2026 pas 2025 oui effectivement j'avais fini par le voir mais je ne l'avais pas vu au début vous savez je suis un peu alors bien sûr les autres l'avaient vu aussi Fabienne me le dit aussi vous savez je suis une personne âgée j'ai de plus en plus de mal avec mon cerveau j'ai trouvé un service télescope qui me donnerait la liste des personnes des impayés, des personnes décédées donc votre possible par les héritiers, les SCI"
1633.26,1678.58,"non âge, c'est un projet de prospection ah ça je vais vous en parler je vais vous en parler on va en reparler Véro parce que ça peut être intéressant pour les copains alors Séverine nous dit du coup on note une date plus loin à la rédaction du mandat ou ça peut être ajouté plus tard alors très bonne question de Séverine question très pratique il faut qu'on mette quelque chose dans le mandat Il faut que dans les clauses particulières du mandat, on mette, entre guillemets, une espèce de date butoir. On mette un maximum. Alors, vous nous consultez et on vous donne la phrase toute prête, copier-coller à mettre dans la clause particulière du mandat. Mais selon les circonstances, c'est pour ça qu'on en discute. Pourquoi ? Comment ? Jusqu'à quand ? Ils ont besoin de quel délai minimum et de quel délai maximum ?"
1678.58,1730.1000000000001,"Il nous faut un délai minimum pour pouvoir dire aux acquéreurs, attention, c'est pas avant juin 2026. Parce qu'ils ont des raisons familiales, c'est une contrainte sur laquelle ils n'ont pas de souplesse, pas avant juin 2026. Donc il nous faut mettre dans la clause particulière une date minimale. Et il nous faut également, donc ça c'est pour la protection des vendeurs, mais il nous faut également une date maximale. Là c'est pour la protection des acquéreurs. Pour dire aux acquéreurs, mais attention, ça n'ira pas au-delà de ceci. Alors après, tout est toujours négociable et on peut revenir dessus si on en discute ouvertement, mais il faut que dans le mandat et donc lors des visites, on dise, voilà la date minimale dont les vendeurs ont besoin, voilà la date maximale au-delà de laquelle ça n'ira pas."
1730.1,1766.3,"Pour qu'on puisse dès maintenant cadrer un petit peu le débat, qu'on ne parle pas dans tous les sens et qu'on cadre le débat de manière équilibrée. N'oubliez jamais, j'avais cette discussion avec Laurent hier pour une question dont on parlera dans quelques minutes, un contrat, et ça vous m'avez déjà entendu vous le dire mille et mille fois, un contrat doit toujours être équilibré. Il ne doit pas y avoir une personne qui écrase l'autre, une partie au contrat qui l'emporte sur l'autre de manière démesurée. Sinon, le contrat, on lui donne un petit nom tout joli, on dit qu'il est léonin, ou alors qu'une clause est léonine."
1766.3,1798.26,"Une clause léonine, c'est une clause, vous parliez d'exorbitant tout à l'heure, c'est exactement ça. Donc, ce n'est pas seulement ça une clause léonine, ça peut être d'autres choses aussi dans d'autres cas, mais c'est ça que ça veut dire dans le cadre d'un contrat déséquilibré ou d'une clause déséquilibrée. Parce qu'on peut avoir simplement une clause d'un contrat qui emporte un déséquilibre. Donc, il faut que, dans le souci de la protection et des vendeurs et des acquéreurs, et d'équilibre du contrat, il faut qu'on ait les deux."
1798.38,1828.5,"Une date minimum, une date maximum. Donc, oui, c'est vrai, vous avez raison, il faut le mettre dans le mandat, dans la clause particulière, vous nous consultez et on vous dit exactement quoi mettre. en fait c'est l'idée, c'est l'inverse de la location vente je suis sur le point de floquer ma voiture avec mon QR code WeMove alors ça c'est une excellente chose de mettre le QR code WeMove partout où vous le pouvez, y compris sur vos panneaux"
1828.5,1859.12,"à ce sujet des QR code, n'oubliez pas les amis je vous le redis au cas où vous n'étiez pas là lors de la visio précédente alors attendez je vais aller là hop voilà oups je me trompe donc voici des mandats de notre ami Yves c'est ça ? c'est Yves je me trompe pas ? ouais c'est Yves je vous ai montré il y a quelques semaines bah tiens voilà"
1859.12,1891.4199999999998,on a un DPE non enregistré c'est pas grave alors ça c'est parce que c'est un vieux mandat qui date du 24 juin 2024 c'était les fiches de mandat qui n'étaient pas aux normes vous le savez sur tous les mandats désormais moi je croyais que c'était là depuis très très très longtemps quand je vous en ai parlé l'autre jour on s'est aperçu que vous ne le voyez pas à cette époque dans vos églantines de conseillers moi dans mon églantine à moi de chef je l'avais et je croyais que tout le monde l'avait
1891.4199999999998,1922.26,mais en fait vous ne l'aviez pas on vous l'a remis depuis vous avez ici un petit QR code vous cliquez sur le QR code et ça vous donne parce que avant c'est juste une petite icône qui figure un QR code c'est un faux QR code c'est juste une petite icône pour vous dire que c'est ici si vous cliquez dessus par contre vous avez là le vrai QR code qui se génère pour votre produit alors je vois pourquoi mon ordinateur a décidé il voulait afficher une seconde mais là il ne veut plus vous l'afficher ça y est il vous l'affiche
1922.96,1957.72,"Là, c'est le vrai QR code. C'est le vrai QR code. Là, si vous prenez vos téléphones et que vous le scannez, là, chez vous, je vais zoomer un petit peu. Prenez vos téléphones et scannez ce QR code. Qu'est-ce que vous voyez ? Un lien. Le lien qui vous mène directement vers la page de ce produit. Avec vos coordonnées. Enfin, là, c'est des coordonnées de Yves. Le prix du bien, les mentions, en fait, c'est la page adaptée notamment pour un mobile."
1958.66,1989.4399999999998,"Alors, là, c'est une page qui n'a pas de maquette interactive, parce que Yves, sur ce mandat-là, a été un mauvais élève. Mais si je vais regarder, par exemple, ça, c'est les trucs avec visite virtuelle. Oh là, j'ai fait n'importe quoi. Là, j'avais fait une manie, normalement, on ne va avoir que les mandats avec visite virtuelle, mais on n'a pas, parce que moi j'ai un petit outil ici, je ne sais pas si vous, vous l'avez ici, moi j'ai un petit outil qui me permet d'afficher les mandats"
1989.4399999999998,2020.0,"qui ont une visite virtuelle uniquement mais je ne sais pas, est-ce que vous avez ça de votre côté je vais regarder parce que maintenant je suis curieux et j'ai besoin de savoir est-ce que vous avez la même chose, ce petit machin c'est pas le bon navigateur, excusez-moi Ah, c'est là-haut. Est-ce que vous aussi, vous avez ça ? Ce machin qui vous permet de visualiser uniquement les produits avec des visites virtuelles ou pas ?"
